Declaration Number,State,Disaster Type,Start Date,End Date,Close Date,Year,Month,Month_Name,Duration_Days
DR-304,FL,WINTER,1971-03-15,1971-03-15,1973-06-18,1971,3,March,0.0
DR-305,KY,TORNADO,1971-05-10,1971-05-10,1973-10-01,1971,5,May,0.0
DR-306,TN,TORNADO,1971-05-18,1971-05-18,1975-11-05,1971,5,May,0.0
DR-307,FM,TYPHOON,1971-05-18,1971-05-18,1977-03-07,1971,5,May,0.0
DR-308,NE,FLOOD,1971-07-07,1971-07-07,1973-06-18,1971,7,July,0.0
DR-309,MD,FLOOD,1971-08-17,1971-08-17,1984-05-29,1971,8,August,0.0
DR-310,NJ,FLOOD,1971-09-04,1971-09-04,1976-11-12,1971,9,September,0.0
DR-311,NY,FLOOD,1971-09-13,1971-09-13,1976-03-12,1971,9,September,0.0
DR-312,PA,FLOOD,1971-09-18,1971-09-18,1981-04-16,1971,9,September,0.0
DR-313,TX,FLOOD,1971-09-18,1971-09-18,1976-03-15,1971,9,September,0.0
DR-314,OK,FLOOD,1971-09-28,1971-09-28,1973-04-13,1971,9,September,0.0
DR-315,LA,HURRICANE,1971-10-13,1971-10-13,1973-06-18,1971,10,October,0.0
DR-316,CA,FLOOD,1972-01-11,1972-01-11,1976-09-20,1972,1,January,0.0
DR-317,OK,FLOOD,1972-01-14,1972-01-14,1973-04-13,1972,1,January,0.0
DR-318,MS,FLOOD,1972-01-19,1972-01-19,1975-09-17,1972,1,January,0.0
DR-319,OR,FLOOD,1972-01-21,1972-01-21,1976-04-19,1972,1,January,0.0
DR-320,TX,FLOOD,1972-01-27,1972-01-27,1973-04-23,1972,1,January,0.0
DR-321,AR,FLOOD,1972-01-27,1972-01-27,1973-06-30,1972,1,January,0.0
DR-322,WA,FLOOD,1972-02-01,1972-02-01,1976-04-15,1972,2,February,0.0
DR-323,WV,FLOOD,1972-02-27,1972-02-27,1980-06-26,1972,2,February,0.0
DR-324,ID,FLOOD,1972-03-02,1972-03-02,1974-05-28,1972,3,March,0.0
DR-325,MA,FLOOD,1972-03-06,1972-03-06,1977-02-04,1972,3,March,0.0
DR-326,ME,FLOOD,1972-03-07,1972-03-07,1975-08-31,1972,3,March,0.0
DR-327,NH,STORM,1972-03-18,1972-03-18,1976-07-08,1972,3,March,0.0
DR-328,WA,FLOOD,1972-03-24,1972-03-24,1976-04-15,1972,3,March,0.0
DR-329,CA,FLOOD,1972-04-05,1972-04-05,1976-09-20,1972,4,April,0.0
DR-330,MI,SNOW,1972-04-05,1972-04-05,1974-03-26,1972,4,April,0.0
DR-331,TN,FLOOD,1972-05-15,1972-05-15,1975-03-25,1972,5,May,0.0
DR-332,KY,FLOOD,1972-05-15,1972-05-15,1975-11-13,1972,5,May,0.0
DR-333,TX,FLOOD,1972-05-20,1972-05-20,1975-11-13,1972,5,May,0.0
DR-334,WA,FLOOD,1972-06-10,1972-06-10,1976-04-15,1972,6,June,0.0
DR-335,ND,FLOOD,1972-06-10,1972-06-10,1974-02-26,1972,6,June,0.0
DR-336,SD,FLOOD,1972-06-10,1972-06-10,1978-01-18,1972,6,June,0.0
DR-337,FL,STORM,1972-06-23,1972-06-23,1976-07-28,1972,6,June,0.0
DR-338,NY,FLOOD,1972-06-23,1972-06-23,1985-09-26,1972,6,June,0.0
DR-339,VA,FLOOD,1972-06-23,1972-06-23,1980-11-26,1972,6,June,0.0
DR-340,PA,FLOOD,1972-06-23,1972-06-23,1990-06-11,1972,6,June,0.0
DR-341,MD,FLOOD,1972-06-23,1972-06-23,1986-06-09,1972,6,June,0.0
DR-342,CA,FLOOD,1972-06-27,1972-06-27,1977-06-30,1972,6,June,0.0
DR-343,AZ,FLOOD,1972-07-03,1972-07-03,1977-03-07,1972,7,July,0.0
DR-344,WV,FLOOD,1972-07-03,1972-07-03,1978-04-25,1972,7,July,0.0
DR-345,OH,FLOOD,1972-07-19,1972-07-19,1976-09-16,1972,7,July,0.0
DR-346,NM,FLOOD,1972-08-01,1972-08-01,1974-11-13,1972,8,August,0.0
DR-347,MN,FLOOD,1972-08-01,1972-08-01,1977-03-09,1972,8,August,0.0
DR-348,IA,FLOOD,1972-08-18,1972-08-18,1976-06-04,1972,8,August,0.0
DR-349,WV,FLOOD,1972-08-23,1972-08-23,1980-06-26,1972,8,August,0.0
DR-350,MN,FLOOD,1972-08-25,1972-08-25,1976-07-08,1972,8,August,0.0
DR-351,IL,FLOOD,1972-09-04,1972-09-04,1976-06-04,1972,9,September,0.0
DR-352,WI,FLOOD,1972-09-10,1972-09-10,1976-03-24,1972,9,September,0.0
DR-353,NM,FLOOD,1972-09-20,1972-09-20,1976-06-03,1972,9,September,0.0
DR-354,IA,FLOOD,1972-09-26,1972-09-26,1976-06-10,1972,9,September,0.0
DR-355,PA,FLOOD,1972-09-28,1972-09-28,1978-04-25,1972,9,September,0.0
DR-356,ME,WATER,1972-09-28,1972-09-28,1974-03-25,1972,9,September,0.0
DR-357,MA,WATER,1972-09-28,1972-09-28,1974-03-25,1972,9,September,0.0
DR-358,VA,FLOOD,1972-10-07,1972-10-07,1978-04-25,1972,10,October,0.0
DR-359,VA,FLOOD,1972-10-10,1972-10-10,1979-09-10,1972,10,October,0.0
DR-360,AZ,FLOOD,1972-10-25,1972-10-25,1977-03-07,1972,10,October,0.0
DR-361,NM,FLOOD,1972-11-20,1972-11-20,1976-03-12,1972,11,November,0.0
DR-362,OH,FLOOD,1972-11-24,1972-11-24,1977-06-30,1972,11,November,0.0
DR-363,MI,FLOOD,1972-12-01,1972-12-01,1977-01-25,1972,12,December,0.0
DR-364,CA,FLOOD,1973-02-08,1973-02-08,1977-08-25,1973,2,February,0.0
DR-365,TX,STORM,1973-03-12,1973-03-12,1976-02-12,1973,3,March,0.0
DR-366,TN,FLOOD,1973-03-21,1973-03-21,1977-01-25,1973,3,March,0.0
DR-367,NY,FLOOD,1973-03-21,1973-03-21,1976-11-12,1973,3,March,0.0
DR-368,MS,STORM,1973-03-27,1973-03-27,1977-05-31,1973,3,March,0.0
DR-369,AL,TORNADO,1973-03-27,1973-03-27,1977-03-10,1973,3,March,0.0
DR-370,GA,TORNADO,1973-04-04,1973-04-04,1976-12-23,1973,4,April,0.0
DR-371,MI,FLOOD,1973-04-12,1973-04-12,1977-01-25,1973,4,April,0.0
DR-372,MO,STORM,1973-04-19,1973-04-19,1977-05-23,1973,4,April,0.0
DR-373,IL,FLOOD,1973-04-26,1973-04-26,1981-04-16,1973,4,April,0.0
DR-374,LA,FLOOD,1973-04-27,1973-04-27,1977-08-25,1973,4,April,0.0
DR-375,AR,FLOOD,1973-04-27,1973-04-27,1976-02-13,1973,4,April,0.0
DR-376,WI,FLOOD,1973-04-27,1973-04-27,1978-06-27,1973,4,April,0.0
DR-377,OH,FLOOD,1973-04-27,1973-04-27,1978-07-17,1973,4,April,0.0
DR-378,KS,FLOOD,1973-05-02,1973-05-02,1976-10-20,1973,5,May,0.0
DR-379,CO,DAM/LEVEE BREAK,1973-05-08,1973-05-08,1976-08-02,1973,5,May,0.0
DR-380,NM,FLOOD,1973-05-11,1973-05-11,1977-11-01,1973,5,May,0.0
DR-381,KY,FLOOD,1973-05-11,1973-05-11,1976-09-16,1973,5,May,0.0
DR-382,TN,FLOOD,1973-05-11,1973-05-11,1976-07-29,1973,5,May,0.0
DR-383,HI,EARTHQUAKE,1973-05-16,1973-05-16,1977-03-07,1973,5,May,0.0
DR-384,ME,FLOOD,1973-05-23,1973-05-23,1976-02-19,1973,5,May,0.0
DR-385,CO,FLOOD,1973-05-23,1973-05-23,1976-11-12,1973,5,May,0.0
DR-386,IA,FLOOD,1973-05-23,1973-05-23,1979-04-27,1973,5,May,0.0
DR-387,FL,FLOOD,1973-05-26,1973-05-26,1976-07-28,1973,5,May,0.0
DR-388,AL,FLOOD,1973-05-29,1973-05-29,1978-01-16,1973,5,May,0.0
DR-389,AR,FLOOD,1973-05-29,1973-05-29,1977-10-04,1973,5,May,0.0
DR-390,OH,MUD/LANDSLIDE,1973-06-04,1973-06-04,1980-09-18,1973,6,June,0.0
DR-391,GA,TORNADO,1973-06-11,1973-06-11,1976-10-07,1973,6,June,0.0
DR-392,OK,STORM,1973-06-13,1973-06-13,1976-03-19,1973,6,June,0.0
DR-393,TX,FLOOD,1973-06-25,1973-06-25,1975-11-13,1973,6,June,0.0
DR-394,NC,FLOOD,1973-06-25,1973-06-25,1976-06-03,1973,6,June,0.0
DR-395,TN,FLOOD,1973-06-28,1973-06-28,1976-12-23,1973,6,June,0.0
DR-396,CO,FLOOD,1973-07-06,1973-07-06,1976-09-16,1973,7,July,0.0
DR-397,VT,FLOOD,1973-07-06,1973-07-06,1976-11-12,1973,7,July,0.0
DR-398,TX,FLOOD,1973-07-11,1973-07-11,1976-09-16,1973,7,July,0.0
DR-399,NH,FLOOD,1973-07-11,1973-07-11,1978-04-25,1973,7,July,0.0
DR-400,PA,FLOOD,1973-07-17,1973-07-17,1980-09-18,1973,7,July,0.0
DR-401,NY,FLOOD,1973-07-20,1973-07-20,1978-07-06,1973,7,July,0.0
DR-402,NJ,FLOOD,1973-08-07,1973-08-07,1977-01-17,1973,8,August,0.0
DR-403,KS,STORM,1973-09-28,1973-09-28,1977-07-19,1973,9,September,0.0
DR-404,OK,FLOOD,1973-10-13,1973-10-13,1978-04-25,1973,10,October,0.0
DR-405,MA,FIRE,1973-10-16,1973-10-16,1977-10-04,1973,10,October,0.0
DR-406,NE,FLOOD,1973-10-20,1973-10-20,1976-10-20,1973,10,October,0.0
DR-407,MO,FLOOD,1973-11-01,1973-11-01,1976-12-23,1973,11,November,0.0
DR-408,AK,FLOOD,1973-11-07,1973-11-07,1978-08-01,1973,11,November,0.0
DR-409,OK,FLOOD,1973-12-10,1973-12-10,1976-06-17,1973,12,December,0.0
DR-410,ME,FLOOD,1974-01-18,1974-01-18,1976-10-07,1974,1,January,0.0
DR-411,NH,FLOOD,1974-01-21,1974-01-21,1977-10-04,1974,1,January,0.0
DR-412,CA,FLOOD,1974-01-25,1974-01-25,1979-09-10,1974,1,January,0.0
DR-413,OR,FLOOD,1974-01-25,1974-01-25,1978-07-06,1974,1,January,0.0
DR-414,WA,FLOOD,1974-01-25,1974-01-25,1977-10-04,1974,1,January,0.0
DR-415,ID,FLOOD,1974-01-25,1974-01-25,1977-10-04,1974,1,January,0.0
DR-416,WV,FLOOD,1974-01-29,1974-01-29,1980-06-26,1974,1,January,0.0
DR-417,MT,FLOOD,1974-01-29,1974-01-29,1977-01-25,1974,1,January,0.0
DR-418,LA,FLOOD,1974-02-23,1974-02-23,1977-05-31,1974,2,February,0.0
DR-419,OK,FLOOD,1974-03-22,1974-03-22,1976-03-19,1974,3,March,0.0
DR-420,KY,TORNADO,1974-04-04,1974-04-04,1983-05-31,1974,4,April,0.0
DR-421,OH,TORNADO,1974-04-04,1974-04-04,1980-06-26,1974,4,April,0.0
DR-422,AL,TORNADO,1974-04-04,1974-04-04,1978-11-03,1974,4,April,0.0
DR-423,IN,TORNADO,1974-04-04,1974-04-04,1979-01-17,1974,4,April,0.0
DR-424,TN,TORNADO,1974-04-04,1974-04-04,1977-05-31,1974,4,April,0.0
DR-425,GA,TORNADO,1974-04-05,1974-04-05,1976-07-29,1974,4,April,0.0
DR-426,WV,FLOOD,1974-04-11,1974-04-11,1977-06-30,1974,4,April,0.0
DR-427,IL,TORNADO,1974-04-11,1974-04-11,1977-04-18,1974,4,April,0.0
DR-428,NC,TORNADO,1974-04-12,1974-04-12,1976-08-02,1974,4,April,0.0
DR-429,MI,TORNADO,1974-04-12,1974-04-12,1976-10-26,1974,4,April,0.0
DR-430,MS,FLOOD,1974-04-18,1974-04-18,1978-11-03,1974,4,April,0.0
DR-431,WI,TORNADO,1974-04-26,1974-04-26,1976-10-26,1974,4,April,0.0
DR-432,CA,FLOOD,1974-05-07,1974-05-07,1981-04-16,1974,5,May,0.0
DR-433,HI,FLOOD,1974-05-07,1974-05-07,1977-03-07,1974,5,May,0.0
DR-434,ND,FLOOD,1974-05-14,1974-05-14,1983-11-21,1974,5,May,0.0
DR-435,AR,FLOOD,1974-05-31,1974-05-31,1977-01-25,1974,5,May,0.0
DR-436,OH,FLOOD,1974-05-31,1974-05-31,1980-09-18,1974,5,May,0.0
DR-437,AR,FLOOD,1974-06-08,1974-06-08,1977-01-25,1974,6,June,0.0
DR-438,IL,FLOOD,1974-06-10,1974-06-10,1980-09-18,1974,6,June,0.0
DR-439,MO,FLOOD,1974-06-10,1974-06-10,1979-04-18,1974,6,June,0.0
DR-440,MN,FLOOD,1974-06-10,1974-06-10,1977-04-18,1974,6,June,0.0
DR-441,OK,FLOOD,1974-06-10,1974-06-10,1978-04-03,1974,6,June,0.0
DR-442,KS,FLOOD,1974-06-10,1974-06-10,1976-12-23,1974,6,June,0.0
DR-443,IA,FLOOD,1974-06-24,1974-06-24,1978-11-29,1974,6,June,0.0
DR-444,AK,WINTER,1974-06-24,1974-06-24,1976-11-24,1974,6,June,0.0
DR-445,OH,FLOOD,1974-07-11,1974-07-11,1977-12-02,1974,7,July,0.0
DR-446,MN,FLOOD,1974-07-13,1974-07-13,1978-06-27,1974,7,July,0.0
EM-3001,VI,DROUGHT,1974-07-22,1974-07-22,1976-06-03,1974,7,July,0.0
DR-447,NY,FLOOD,1974-07-23,1974-07-23,1978-08-04,1974,7,July,0.0
EM-3002,PR,DROUGHT,1974-08-29,1974-08-29,1976-12-01,1974,8,August,0.0
EM-3003,AK,OTHER,1974-09-14,1974-09-14,1976-03-18,1974,9,September,0.0
DR-448,LA,HURRICANE,1974-09-23,1974-09-23,1978-04-03,1974,9,September,0.0
DR-449,AS,DROUGHT,1974-09-30,1974-09-30,1977-03-07,1974,9,September,0.0
DR-450,LA,STORM,1974-11-01,1974-11-01,1981-08-27,1974,11,November,0.0
EM-3004,NY,FLOOD,1974-11-02,1974-11-02,1975-11-13,1974,11,November,0.0
DR-451,VI,FLOOD,1974-11-14,1974-11-14,1984-10-24,1974,11,November,0.0
DR-452,AK,FLOOD,1974-11-14,1974-11-14,1982-08-18,1974,11,November,0.0
DR-453,OK,FLOOD,1974-11-26,1974-11-26,1977-06-20,1974,11,November,0.0
DR-454,TX,FLOOD,1974-11-30,1974-11-30,1978-04-03,1974,11,November,0.0
DR-455,PR,FLOOD,1974-11-30,1974-11-30,1993-11-22,1974,11,November,0.0
EM-3005,NJ,STORM,1974-12-24,1974-12-24,1976-01-19,1974,12,December,0.0
EM-3006,MS,TORNADO,1975-01-18,1975-01-18,1975-01-30,1975,1,January,0.0
EM-3007,AL,TORNADO,1975-01-18,1975-01-18,1975-03-14,1975,1,January,0.0
DR-456,MS,TORNADO,1975-01-30,1975-01-30,1976-12-23,1975,1,January,0.0
DR-457,TX,FLOOD,1975-02-15,1975-02-15,1977-02-28,1975,2,February,0.0
DR-458,AL,FLOOD,1975-03-14,1975-03-14,1979-06-25,1975,3,March,0.0
EM-3008,GA,TORNADO,1975-03-14,1975-03-14,1977-03-22,1975,3,March,0.0
EM-3009,KY,OTHER,1975-03-19,1975-03-19,1976-06-03,1975,3,March,0.0
DR-459,TN,FLOOD,1975-03-22,1975-03-22,1979-02-26,1975,3,March,0.0
DR-460,GA,TORNADO,1975-03-29,1975-03-29,1977-11-01,1975,3,March,0.0
DR-461,KY,FLOOD,1975-03-29,1975-03-29,1982-08-18,1975,3,March,0.0
DR-462,TX,TORNADO,1975-04-01,1975-04-01,1977-10-26,1975,4,April,0.0
DR-463,AR,TORNADO,1975-04-01,1975-04-01,1978-07-24,1975,4,April,0.0
EM-3010,MS,FLOOD,1975-04-04,1975-04-04,1976-02-19,1975,4,April,0.0
EM-3011,LA,FLOOD,1975-04-12,1975-04-12,1976-01-23,1975,4,April,0.0
DR-464,AL,FLOOD,1975-04-23,1975-04-23,1979-01-29,1975,4,April,0.0
DR-465,MI,FLOOD,1975-04-26,1975-04-26,1981-11-06,1975,4,April,0.0
DR-466,MO,TORNADO,1975-05-03,1975-05-03,1978-12-08,1975,5,May,0.0
DR-467,NE,TORNADO,1975-05-07,1975-05-07,1984-05-04,1975,5,May,0.0
DR-468,KY,FLOOD,1975-05-24,1975-05-24,1981-11-06,1975,5,May,0.0
DR-469,ND,FLOOD,1975-05-24,1975-05-24,1983-05-21,1975,5,May,0.0
DR-470,LA,STORM,1975-06-06,1975-06-06,1980-09-18,1975,6,June,0.0
DR-471,AR,FLOOD,1975-06-07,1975-06-07,1977-05-31,1975,6,June,0.0
DR-472,MT,FLOOD,1975-06-28,1975-06-28,1983-05-21,1975,6,June,0.0
DR-473,MN,FLOOD,1975-07-05,1975-07-05,1978-04-25,1975,7,July,0.0
DR-474,OK,STORM,1975-07-09,1975-07-09,1978-08-01,1975,7,July,0.0
DR-475,ND,FLOOD,1975-07-11,1975-07-11,1981-04-16,1975,7,July,0.0
DR-476,MN,STORM,1975-07-17,1975-07-17,1981-11-06,1975,7,July,0.0
DR-477,NJ,FLOOD,1975-07-23,1975-07-23,1987-08-18,1975,7,July,0.0
DR-478,IL,TORNADO,1975-07-25,1975-07-25,1984-07-06,1975,7,July,0.0
DR-479,FL,FLOOD,1975-08-22,1975-08-22,1978-07-05,1975,8,August,0.0
DR-480,OH,FLOOD,1975-09-11,1975-09-11,1981-08-27,1975,9,September,0.0
DR-481,WV,FLOOD,1975-09-12,1975-09-12,1984-05-04,1975,9,September,0.0
DR-482,WI,STORM,1975-09-15,1975-09-15,1978-06-27,1975,9,September,0.0
DR-483,PR,FLOOD,1975-09-19,1975-09-19,1999-07-14,1975,9,September,0.0
DR-484,FL,FLOOD,1975-09-26,1975-09-26,1978-11-03,1975,9,September,0.0
DR-485,PA,FLOOD,1975-09-26,1975-09-26,1987-06-03,1975,9,September,0.0
DR-486,MI,FLOOD,1975-09-30,1975-09-30,1980-09-18,1975,9,September,0.0
DR-487,NY,FLOOD,1975-10-02,1975-10-02,1988-08-03,1975,10,October,0.0
DR-488,AL,STORM,1975-10-02,1975-10-02,1981-11-06,1975,10,October,0.0
DR-489,MD,FLOOD,1975-10-04,1975-10-04,1991-10-02,1975,10,October,0.0
DR-490,HI,EARTHQUAKE,1975-12-07,1975-12-07,1979-09-10,1975,12,December,0.0
DR-491,OK,TORNADO,1975-12-10,1975-12-10,1978-04-25,1975,12,December,0.0
DR-492,WA,FLOOD,1975-12-13,1975-12-13,1982-08-18,1975,12,December,0.0
DR-493,AK,FIRE,1975-12-18,1975-12-18,1982-08-18,1975,12,December,0.0
DR-494,NY,ICE,1976-03-19,1976-03-19,1991-09-27,1976,3,March,0.0
DR-495,MI,STORM,1976-03-19,1976-03-19,1980-06-26,1976,3,March,0.0
DR-496,WI,FLOOD,1976-03-23,1976-03-23,1986-06-09,1976,3,March,0.0
DR-497,OK,TORNADO,1976-04-01,1976-04-01,1981-11-06,1976,4,April,0.0
DR-498,AR,TORNADO,1976-04-01,1976-04-01,1981-11-06,1976,4,April,0.0
DR-499,MS,STORM,1976-04-01,1976-04-01,1981-11-06,1976,4,April,0.0
DR-500,NE,ICE,1976-04-08,1976-04-08,1982-08-18,1976,4,April,0.0
EM-3012,ND,FLOOD,1976-04-13,1976-04-13,1976-04-16,1976,4,April,0.0
DR-501,ND,FLOOD,1976-04-16,1976-04-16,1980-09-18,1976,4,April,0.0
DR-502,PW,TYPHOON,1976-04-22,1976-04-22,1984-10-24,1976,4,April,0.0
DR-503,GU,TYPHOON,1976-05-22,1976-05-22,1994-06-30,1976,5,May,0.0
DR-504,OK,FLOOD,1976-06-05,1976-06-05,1981-11-06,1976,6,June,0.0
DR-505,ID,FLOOD,1976-06-06,1976-06-06,1982-08-18,1976,6,June,0.0
DR-506,PW,TYPHOON,1976-06-08,1976-06-08,1984-10-24,1976,6,June,0.0
DR-507,GA,FLOOD,1976-06-11,1976-06-11,1978-11-03,1976,6,June,0.0
DR-508,MP,TYPHOON,1976-06-17,1976-06-17,1987-06-02,1976,6,June,0.0
EM-3013,MN,DROUGHT,1976-06-17,1976-06-17,1979-03-14,1976,6,June,0.0
EM-3014,WI,DROUGHT,1976-06-17,1976-06-17,1979-03-14,1976,6,June,0.0
EM-3015,SD,DROUGHT,1976-06-17,1976-06-17,1979-02-23,1976,6,June,0.0
DR-509,IL,STORM,1976-06-18,1976-06-18,1981-11-06,1976,6,June,0.0
DR-510,TX,FLOOD,1976-06-19,1976-06-19,1981-08-27,1976,6,June,0.0
DR-511,SD,FLOOD,1976-06-25,1976-06-25,1981-04-16,1976,6,June,0.0
DR-512,NY,FLOOD,1976-06-29,1976-06-29,1985-09-26,1976,6,June,0.0
DR-513,PA,FLOOD,1976-07-07,1976-07-07,1984-08-30,1976,7,July,0.0
DR-514,KS,FLOOD,1976-07-13,1976-07-13,1988-08-18,1976,7,July,0.0
DR-515,NY,FLOOD,1976-07-21,1976-07-21,1986-05-30,1976,7,July,0.0
DR-516,MO,FLOOD,1976-07-21,1976-07-21,1981-11-06,1976,7,July,0.0
EM-3016,ND,DROUGHT,1976-07-21,1976-07-21,1979-01-29,1976,7,July,0.0
DR-517,CO,FLOOD,1976-08-02,1976-08-02,1983-05-21,1976,8,August,0.0
DR-518,VT,FLOOD,1976-08-05,1976-08-05,1981-04-16,1976,8,August,0.0
DR-519,NJ,FLOOD,1976-08-21,1976-08-21,1985-09-26,1976,8,August,0.0
DR-520,NY,HURRICANE,1976-09-03,1976-09-03,1987-05-29,1976,9,September,0.0
DR-521,CA,FLOOD,1976-09-21,1976-09-21,1984-08-30,1976,9,September,0.0
EM-3017,MO,DROUGHT,1976-09-24,1976-09-24,1978-11-13,1976,9,September,0.0
DR-522,MD,FLOOD,1976-10-14,1976-10-14,1987-04-23,1976,10,October,0.0
EM-3018,VA,DROUGHT,1976-10-15,1976-10-15,1979-02-23,1976,10,October,0.0
DR-523,PA,FLOOD,1976-10-20,1976-10-20,1987-10-21,1976,10,October,0.0
EM-3019,AR,DROUGHT,1976-12-03,1976-12-03,1978-11-29,1976,12,December,0.0
EM-3020,OK,FIRE,1977-01-18,1977-01-18,1979-08-09,1977,1,January,0.0
EM-3022,NE,DROUGHT,1977-01-18,1977-01-18,1978-07-05,1977,1,January,0.0
EM-3021,WV,DROUGHT,1977-01-19,1977-01-19,1979-02-23,1977,1,January,0.0
EM-3023,CA,DROUGHT,1977-01-20,1977-01-20,1978-12-20,1977,1,January,0.0
EM-3024,UT,DROUGHT,1977-01-20,1977-01-20,1978-12-13,1977,1,January,0.0
DR-524,MD,SNOW,1977-01-26,1977-01-26,1979-12-21,1977,1,January,0.0
DR-525,VA,WINTER,1977-01-26,1977-01-26,1979-12-21,1977,1,January,0.0
EM-3025,CO,DROUGHT,1977-01-29,1977-01-29,1978-12-13,1977,1,January,0.0
EM-3026,PA,SNOW,1977-01-29,1977-01-29,1978-02-28,1977,1,January,0.0
EM-3027,NY,SNOW,1977-01-29,1977-01-29,1977-02-05,1977,1,January,0.0
DR-526,FL,WINTER,1977-01-31,1977-01-31,1978-12-18,1977,1,January,0.0
EM-3028,IN,SNOW,1977-02-02,1977-02-02,1978-06-27,1977,2,February,0.0
EM-3029,OH,SNOW,1977-02-02,1977-02-02,1978-06-27,1977,2,February,0.0
DR-527,NY,SNOW,1977-02-05,1977-02-05,1991-04-18,1977,2,February,0.0
EM-3030,MI,SNOW,1977-02-05,1977-02-05,1978-06-27,1977,2,February,0.0
DR-528,NJ,ICE,1977-02-08,1977-02-08,1978-04-25,1977,2,February,0.0
EM-3031,LA,SNOW,1977-02-22,1977-02-22,1978-04-25,1977,2,February,0.0
EM-3032,MS,SNOW,1977-02-22,1977-02-22,1978-07-03,1977,2,February,0.0
EM-3033,NC,SNOW,1977-03-02,1977-03-02,1978-07-03,1977,3,March,0.0
EM-3034,NM,DROUGHT,1977-03-02,1977-03-02,1978-04-25,1977,3,March,0.0
EM-3035,MI,DROUGHT,1977-03-02,1977-03-02,1979-03-14,1977,3,March,0.0
EM-3036,IA,DROUGHT,1977-03-31,1977-03-31,1978-07-05,1977,3,March,0.0
EM-3037,WA,DROUGHT,1977-03-31,1977-03-31,1978-11-08,1977,3,March,0.0
DR-529,KY,FLOOD,1977-04-06,1977-04-06,1985-03-08,1977,4,April,0.0
DR-530,VA,FLOOD,1977-04-07,1977-04-07,1985-06-05,1977,4,April,0.0
DR-531,WV,FLOOD,1977-04-07,1977-04-07,1994-06-30,1977,4,April,0.0
DR-532,AL,FLOOD,1977-04-09,1977-04-09,1981-11-03,1977,4,April,0.0
EM-3038,AZ,DROUGHT,1977-04-15,1977-04-15,1978-12-20,1977,4,April,0.0
DR-533,TN,FLOOD,1977-04-29,1977-04-29,1985-04-08,1977,4,April,0.0
EM-3039,OR,DROUGHT,1977-04-29,1977-04-29,1978-11-08,1977,4,April,0.0
DR-534,LA,FLOOD,1977-05-02,1977-05-02,1981-08-27,1977,5,May,0.0
EM-3040,ID,DROUGHT,1977-05-05,1977-05-05,1978-11-08,1977,5,May,0.0
DR-535,MO,TORNADO,1977-05-07,1977-05-07,1983-11-21,1977,5,May,0.0
DR-536,GA,WINTER,1977-06-02,1977-06-02,1978-06-05,1977,6,June,0.0
EM-3041,NV,DROUGHT,1977-06-11,1977-06-11,1978-12-20,1977,6,June,0.0
EM-3042,VI,DROUGHT,1977-06-14,1977-06-14,1985-09-19,1977,6,June,0.0
EM-3043,WY,DROUGHT,1977-06-15,1977-06-15,1978-12-13,1977,6,June,0.0
EM-3044,GA,DROUGHT,1977-07-20,1977-07-20,1978-07-03,1977,7,July,0.0
EM-3045,AL,DROUGHT,1977-07-20,1977-07-20,1978-07-03,1977,7,July,0.0
DR-537,PA,FLOOD,1977-07-21,1977-07-21,1994-06-30,1977,7,July,0.0
EM-3046,VA,DROUGHT,1977-07-23,1977-07-23,1979-02-23,1977,7,July,0.0
EM-3047,SC,DROUGHT,1977-08-04,1977-08-04,1978-07-03,1977,8,August,0.0
EM-3049,NC,DROUGHT,1977-08-11,1977-08-11,1978-07-03,1977,8,August,0.0
EM-3050,MT,DROUGHT,1977-08-22,1977-08-22,1978-12-13,1977,8,August,0.0
EM-3051,WV,DROUGHT,1977-08-24,1977-08-24,1979-02-23,1977,8,August,0.0
EM-3052,WV,FLOOD,1977-08-24,1977-08-24,1981-01-29,1977,8,August,0.0
EM-3053,VT,DROUGHT,1977-09-06,1977-09-06,1979-03-09,1977,9,September,0.0
DR-538,MO,FLOOD,1977-09-14,1977-09-14,1984-01-30,1977,9,September,0.0
DR-539,KS,FLOOD,1977-09-20,1977-09-20,1984-04-24,1977,9,September,0.0
EM-3048,WI,STORM,1977-08-05,1977-08-05,1984-07-06,1977,8,August,0.0
DR-540,AZ,FLOOD,1977-11-04,1977-11-04,1984-07-06,1977,11,November,0.0
DR-541,GA,FLOOD,1977-11-07,1977-11-07,1981-07-30,1977,11,November,0.0
DR-542,NC,FLOOD,1977-11-09,1977-11-09,1984-05-10,1977,11,November,0.0
DR-543,VA,FLOOD,1977-11-12,1977-11-12,1984-05-22,1977,11,November,0.0
DR-544,TN,FLOOD,1977-11-12,1977-11-12,1983-11-21,1977,11,November,0.0
DR-545,WA,FLOOD,1977-12-10,1977-12-10,1983-05-21,1977,12,December,0.0
EM-3054,AR,TORNADO,1978-01-20,1978-01-20,1981-11-06,1978,1,January,0.0
EM-3055,OH,SNOW,1978-01-26,1978-01-26,1980-06-26,1978,1,January,0.0
EM-3056,IN,SNOW,1978-01-27,1978-01-27,1980-06-26,1978,1,January,0.0
EM-3057,MI,SNOW,1978-01-27,1978-01-27,1980-06-26,1978,1,January,0.0
EM-3058,RI,SNOW,1978-02-07,1978-02-07,1981-01-20,1978,2,February,0.0
EM-3059,MA,SNOW,1978-02-07,1978-02-07,1984-01-18,1978,2,February,0.0
